item_id::string,abstract::string,producer::string_list,distributor::string_list,writer::string_list,cinematography::string_list,subject::string_list,starring::string_list,director::string_list
242,"Kolya (Czech: Kolja) is a 1996 Czech drama film about a man whose life is reshaped in an unexpected way. The film was directed by Jan Svěrák and stars his father, Zdeněk Svěrák, who also wrote the script from a story by Pavel Taussig. Kolya earned critical acclaim and won the Academy Award for Best Foreign Language Film and Golden Globe Award for Best Foreign Language Film.",http://dbpedia.org/resource/Eric_Abraham::http://dbpedia.org/resource/Jan_Svěrák,,http://dbpedia.org/resource/Zdeněk_Svěrák,http://dbpedia.org/resource/Vladimír_Smutný,http://dbpedia.org/resource/Category:1990s_drama_films::http://dbpedia.org/resource/Category:1996_films::http://dbpedia.org/resource/Category:Best_Foreign_Language_Film_Academy_Award_winners::http://dbpedia.org/resource/Category:Czech-language_films::http://dbpedia.org/resource/Category:Czech_Republic–Russia_relations::http://dbpedia.org/resource/Category:Czech_films::http://dbpedia.org/resource/Category:Films_directed_by_Jan_Svěrák::http://dbpedia.org/resource/Category:Films_set_in_the_1980s::http://dbpedia.org/resource/Category:Miramax_films::http://dbpedia.org/resource/Category:Russian-language_films::http://dbpedia.org/resource/Category:Slovak-language_films,http://dbpedia.org/resource/Andrey_Khalimon::http://dbpedia.org/resource/Libuše_Šafránková::http://dbpedia.org/resource/Zdeněk_Svěrák,http://dbpedia.org/resource/Jan_Svěrák
251,"Shall We Dance? (Shall we ダンス? Sharu wi Dansu?) is a 1996 Japanese film. Its title refers to the song, ""Shall We Dance?"" which comes from Rodgers and Hammerstein's The King and I. It was directed by Masayuki Suo.",,http://dbpedia.org/resource/Toho,http://dbpedia.org/resource/Masayuki_Suo,,http://dbpedia.org/resource/Category:1990s_comedy-drama_films::http://dbpedia.org/resource/Category:1996_films::http://dbpedia.org/resource/Category:Ballroom_dancing_films::http://dbpedia.org/resource/Category:Best_Film_Kinema_Junpo_Award_winners::http://dbpedia.org/resource/Category:Films_directed_by_Masayuki_Suo::http://dbpedia.org/resource/Category:Films_set_in_Tokyo::http://dbpedia.org/resource/Category:Japanese_comedy-drama_films::http://dbpedia.org/resource/Category:Japanese_films::http://dbpedia.org/resource/Category:Japanese_romantic_comedy_films::http://dbpedia.org/resource/Category:Picture_of_the_Year_Japan_Academy_Prize_winners::http://dbpedia.org/resource/Category:Toho_films,http://dbpedia.org/resource/Akira_Emoto::http://dbpedia.org/resource/Eriko_Watanabe::http://dbpedia.org/resource/Koji_Yakusho::http://dbpedia.org/resource/Naoto_Takenaka::http://dbpedia.org/resource/Tamiyo_Kusakari,http://dbpedia.org/resource/Masayuki_Suo
261,"Air Bud is a 1997 American/Canadian family comedy film that sparked the franchise centered on the real-life dog, Buddy, a Golden Retriever. The film was financially successful, grossing $4 million in its opening weekend and totaling $27.8 million in its run, against an estimated $3 million budget.",,http://dbpedia.org/resource/Buena_Vista_Pictures_Distribution::http://dbpedia.org/resource/Warner_Bros._Pictures,,http://dbpedia.org/resource/Mike_Southon_(cinematographer),http://dbpedia.org/resource/Category:1990s_comedy_films::http://dbpedia.org/resource/Category:1990s_sports_films::http://dbpedia.org/resource/Category:1997_films::http://dbpedia.org/resource/Category:Air_Bud_(series)::http://dbpedia.org/resource/Category:American_basketball_films::http://dbpedia.org/resource/Category:American_children's_films::http://dbpedia.org/resource/Category:American_comedy_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:Canadian_children's_films::http://dbpedia.org/resource/Category:Canadian_comedy_films::http://dbpedia.org/resource/Category:Canadian_films::http://dbpedia.org/resource/Category:Films_about_animals_playing_sports::http://dbpedia.org/resource/Category:Films_about_dogs::http://dbpedia.org/resource/Category:Films_directed_by_Charles_Martin_Smith::http://dbpedia.org/resource/Category:Films_set_in_Washington_(state)::http://dbpedia.org/resource/Category:Films_shot_in_British_Columbia::http://dbpedia.org/resource/Category:Walt_Disney_Pictures_films::http://dbpedia.org/resource/Category:Warner_Bros._films,http://dbpedia.org/resource/Air_Buddy_(dog)::http://dbpedia.org/resource/Bill_Cobbs::http://dbpedia.org/resource/Eric_Christmas::http://dbpedia.org/resource/Kevin_Zegers::http://dbpedia.org/resource/Michael_Jeter::http://dbpedia.org/resource/Wendy_Makkena,http://dbpedia.org/resource/Charles_Martin_Smith
265,"The Hunt for Red October is a 1990 American espionage thriller film produced by Mace Neufeld, directed by John McTiernan, and starring Sean Connery, Alec Baldwin, Scott Glenn, James Earl Jones, and Sam Neill. The film is based on Tom Clancy's 1984 bestselling novel of the same name. The story is set during the late Cold War era and involves a rogue Soviet naval captain who wishes to defect to the United States with his officers and the Soviet Navy's newest and most advanced nuclear missile submarine. An American CIA analyst correctly deduces his motive and must prove his theory to the U.S. Navy before a violent confrontation between the Soviet and the American navies spirals out of control. The film was a co-production between the motion picture studios Paramount Pictures, Mace Neufeld Productions, and Nina Saxon Film Design. Theatrically, it was commercially distributed by Paramount Pictures and by the Paramount Home Entertainment division for home media markets. Following its wide theatrical release, the film was nominated and won a number of accolades, including the Academy Award for Best Sound Editing in 1991. On June 12, 1990, the original soundtrack composed and orchestrated by Basil Poledouris was released by MCA Records. The Hunt for Red October received mostly positive reviews from critics and was one of the top-grossing films of the year, generating $122 million in North America and more than $200 million worldwide in box office business. The film was the first in a series involving the fictional character Jack Ryan, played variously by Harrison Ford, Ben Affleck, and Chris Pine.",http://dbpedia.org/resource/Mace_Neufeld,http://dbpedia.org/resource/Paramount_Pictures,http://dbpedia.org/resource/Donald_E._Stewart::http://dbpedia.org/resource/Larry_Ferguson_(screenwriter),http://dbpedia.org/resource/Jan_de_Bont,http://dbpedia.org/resource/Category:1990_films::http://dbpedia.org/resource/Category:1990s_action_thriller_films::http://dbpedia.org/resource/Category:1990s_spy_films::http://dbpedia.org/resource/Category:American_action_thriller_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:American_political_thriller_films::http://dbpedia.org/resource/Category:Cold_War_submarine_films::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Film_scores_by_Basil_Poledouris::http://dbpedia.org/resource/Category:Films_based_on_American_novels::http://dbpedia.org/resource/Category:Films_based_on_military_novels::http://dbpedia.org/resource/Category:Films_based_on_works_by_Tom_Clancy::http://dbpedia.org/resource/Category:Films_directed_by_John_McTiernan::http://dbpedia.org/resource/Category:Films_set_in_1984::http://dbpedia.org/resource/Category:Films_set_in_Maine::http://dbpedia.org/resource/Category:Films_set_in_Virginia::http://dbpedia.org/resource/Category:Films_set_in_the_Atlantic_Ocean::http://dbpedia.org/resource/Category:Films_set_in_the_Soviet_Union::http://dbpedia.org/resource/Category:Films_shot_in_Alaska::http://dbpedia.org/resource/Category:Films_shot_in_California::http://dbpedia.org/resource/Category:Films_shot_in_Connecticut::http://dbpedia.org/resource/Category:Films_shot_in_England::http://dbpedia.org/resource/Category:Films_shot_in_North_Carolina::http://dbpedia.org/resource/Category:Films_shot_in_Washington_(state)::http://dbpedia.org/resource/Category:Films_that_won_the_Best_Sound_Editing_Academy_Award::http://dbpedia.org/resource/Category:Military_fiction_films::http://dbpedia.org/resource/Category:Paramount_Pictures_films::http://dbpedia.org/resource/Category:Ryanverse_films::http://dbpedia.org/resource/Category:Screenplays_by_Larry_Ferguson,http://dbpedia.org/resource/Alec_Baldwin::http://dbpedia.org/resource/James_Earl_Jones::http://dbpedia.org/resource/Sam_Neill::http://dbpedia.org/resource/Scott_Glenn::http://dbpedia.org/resource/Sean_Connery,http://dbpedia.org/resource/John_McTiernan
273,"Heat is a 1995 American crime film written, produced and directed by Michael Mann, and starring Robert De Niro, Al Pacino, and Val Kilmer. De Niro plays Neil McCauley, a professional thief, while Pacino plays Lt. Vincent Hanna, a veteran LAPD robbery-homicide detective tracking down McCauley's crew. The central conflict is based on the experiences of former Chicago police officer Chuck Adamson and his pursuit in the 1960s of a criminal named McCauley, after whom De Niro's character is named. Heat was a commercial success, grossing $67 million in the United States and $187 million worldwide (about $291 million in 2017) against a $60 million budget. It was well received by critics. The film-critic aggregator Rotten Tomatoes reports 86% positive reviews, calling the film ""an engrossing crime drama that draws compelling performances from its stars – and confirms Michael Mann's mastery of the genre.""",http://dbpedia.org/resource/Art_Linson,http://dbpedia.org/resource/Warner_Bros.,http://dbpedia.org/resource/Michael_Mann_(director),http://dbpedia.org/resource/Dante_Spinotti,http://dbpedia.org/resource/Category:1990s_crime_drama_films::http://dbpedia.org/resource/Category:1990s_crime_thriller_films::http://dbpedia.org/resource/Category:1995_films::http://dbpedia.org/resource/Category:Action_drama_films::http://dbpedia.org/resource/Category:American_crime_drama_films::http://dbpedia.org/resource/Category:American_crime_thriller_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Fictional_portrayals_of_the_Los_Angeles_Police_Department::http://dbpedia.org/resource/Category:Film_scores_by_Elliot_Goldenthal::http://dbpedia.org/resource/Category:Films_about_organized_crime_in_the_United_States::http://dbpedia.org/resource/Category:Films_directed_by_Michael_Mann::http://dbpedia.org/resource/Category:Films_set_in_Los_Angeles::http://dbpedia.org/resource/Category:Films_shot_in_California::http://dbpedia.org/resource/Category:Heist_films::http://dbpedia.org/resource/Category:Police_detective_films::http://dbpedia.org/resource/Category:Warner_Bros._films,http://dbpedia.org/resource/Al_Pacino::http://dbpedia.org/resource/Amy_Brenneman::http://dbpedia.org/resource/Ashley_Judd::http://dbpedia.org/resource/Diane_Venora::http://dbpedia.org/resource/Jon_Voight::http://dbpedia.org/resource/Mykelti_Williamson::http://dbpedia.org/resource/Robert_De_Niro::http://dbpedia.org/resource/Ted_Levine::http://dbpedia.org/resource/Tom_Sizemore::http://dbpedia.org/resource/Val_Kilmer::http://dbpedia.org/resource/Wes_Studi,http://dbpedia.org/resource/Michael_Mann_(director)
281,"The River Wild is a 1994 American adventure crime-thriller film directed by Curtis Hanson and starring Meryl Streep, Kevin Bacon, David Strathairn, John C. Reilly, Benjamin Bratt, and Joseph Mazzello as Roarke. The film is about a family on a whitewater rafting trip who encounter two violent criminals in the wilderness.",http://dbpedia.org/resource/Lawrence_Turman,http://dbpedia.org/resource/Universal_Pictures,,http://dbpedia.org/resource/Robert_Elswit,http://dbpedia.org/resource/Category:1990s_adventure_films::http://dbpedia.org/resource/Category:1990s_crime_films::http://dbpedia.org/resource/Category:1990s_thriller_films::http://dbpedia.org/resource/Category:1994_films::http://dbpedia.org/resource/Category:American_Sign_Language_films::http://dbpedia.org/resource/Category:American_adventure_films::http://dbpedia.org/resource/Category:American_adventure_thriller_films::http://dbpedia.org/resource/Category:American_crime_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:American_thriller_drama_films::http://dbpedia.org/resource/Category:American_thriller_films::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Film_scores_by_Jerry_Goldsmith::http://dbpedia.org/resource/Category:Films_about_families::http://dbpedia.org/resource/Category:Films_directed_by_Curtis_Hanson::http://dbpedia.org/resource/Category:Films_set_in_Boston::http://dbpedia.org/resource/Category:Films_set_in_Idaho::http://dbpedia.org/resource/Category:Films_shot_in_Montana::http://dbpedia.org/resource/Category:Films_shot_in_Oregon::http://dbpedia.org/resource/Category:Rafting_films::http://dbpedia.org/resource/Category:Universal_Pictures_films,http://dbpedia.org/resource/David_Strathairn::http://dbpedia.org/resource/John_C._Reilly::http://dbpedia.org/resource/Joseph_Mazzello::http://dbpedia.org/resource/Kevin_Bacon::http://dbpedia.org/resource/Meryl_Streep,http://dbpedia.org/resource/Curtis_Hanson
291,"Absolute Power is a 1997 American political thriller film produced by, directed by, and starring Clint Eastwood as a master jewel thief who witnesses the killing of a woman by Secret Service agents. The screenplay by William Goldman is based on the 1996 novel Absolute Power by David Baldacci. Screened at the 1997 Cannes Film Festival, the film also stars Gene Hackman, Ed Harris, Laura Linney, Judy Davis, Scott Glenn and Dennis Haysbert. It was also the last screen appearance of E. G. Marshall.",,http://dbpedia.org/resource/Columbia_Pictures,http://dbpedia.org/resource/William_Goldman,http://dbpedia.org/resource/Jack_N._Green,"http://dbpedia.org/resource/Category:1990s_thriller_films::http://dbpedia.org/resource/Category:1997_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:American_political_thriller_films::http://dbpedia.org/resource/Category:Castle_Rock_Entertainment_films::http://dbpedia.org/resource/Category:Columbia_Pictures_films::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Film_scores_by_Lennie_Niehaus::http://dbpedia.org/resource/Category:Films_about_fictional_Presidents_of_the_United_States::http://dbpedia.org/resource/Category:Films_based_on_American_novels::http://dbpedia.org/resource/Category:Films_based_on_thriller_novels::http://dbpedia.org/resource/Category:Films_directed_by_Clint_Eastwood::http://dbpedia.org/resource/Category:Films_produced_by_Clint_Eastwood::http://dbpedia.org/resource/Category:Films_set_in_Washington,_D.C.::http://dbpedia.org/resource/Category:Films_shot_in_Baltimore::http://dbpedia.org/resource/Category:Films_shot_in_Maryland::http://dbpedia.org/resource/Category:Films_shot_in_Washington,_D.C.::http://dbpedia.org/resource/Category:Malpaso_Productions_films::http://dbpedia.org/resource/Category:Screenplays_by_William_Goldman",http://dbpedia.org/resource/Ed_Harris::http://dbpedia.org/resource/Gene_Hackman,http://dbpedia.org/resource/Clint_Eastwood
299,"Hoodlum is a 1997 crime drama film that gives a fictionalized account of the gang war between the Italian/Jewish mafia alliance and the Black gangsters of Harlem that took place in the late 1920s and early 1930s. The film concentrated on Ellsworth ""Bumpy"" Johnson (Laurence Fishburne), Dutch Schultz (Tim Roth), and Lucky Luciano (Andy García).","http://dbpedia.org/resource/Frank_Mancuso,_Jr.",http://dbpedia.org/resource/United_Artists,http://dbpedia.org/resource/Chris_Brancato,,http://dbpedia.org/resource/Category:1997_films::http://dbpedia.org/resource/Category:American_crime_thriller_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:Biographical_films_about_mobsters::http://dbpedia.org/resource/Category:Film_scores_by_Elmer_Bernstein::http://dbpedia.org/resource/Category:Films_about_African-American_organized_crime::http://dbpedia.org/resource/Category:Films_about_Italian-American_organized_crime::http://dbpedia.org/resource/Category:Films_about_Jewish-American_organized_crime::http://dbpedia.org/resource/Category:Films_about_organized_crime_in_the_United_States::http://dbpedia.org/resource/Category:Films_about_race_and_ethnicity::http://dbpedia.org/resource/Category:Films_directed_by_Bill_Duke::http://dbpedia.org/resource/Category:Films_set_in_Harlem::http://dbpedia.org/resource/Category:Films_set_in_New_York_City::http://dbpedia.org/resource/Category:Films_set_in_the_1920s::http://dbpedia.org/resource/Category:Films_set_in_the_1930s::http://dbpedia.org/resource/Category:Films_shot_in_Chicago::http://dbpedia.org/resource/Category:Films_shot_in_New_York_City::http://dbpedia.org/resource/Category:United_Artists_films,http://dbpedia.org/resource/Andy_García::http://dbpedia.org/resource/Laurence_Fishburne::http://dbpedia.org/resource/Tim_Roth::http://dbpedia.org/resource/Vanessa_L._Williams,http://dbpedia.org/resource/Bill_Duke
307,"The Devil's Advocate (marketed as Devil's Advocate) is a 1997 American drama thriller film based on Andrew Neiderman's novel of the same name. It is directed by Taylor Hackford, and stars Keanu Reeves, Al Pacino and Charlize Theron. The film's title is a reference to the commonly used phrase ""devil's advocate"", and Pacino's character is named after the author of Paradise Lost, John Milton. The movie has some minor allusions to Milton's epic, such as the famous quotation ""Better to reign in Hell than serve in Heaven"".",,http://dbpedia.org/resource/Warner_Bros.,http://dbpedia.org/resource/Jonathan_Lemkin::http://dbpedia.org/resource/Tony_Gilroy,http://dbpedia.org/resource/Andrzej_Bartkowiak,http://dbpedia.org/resource/Category:1990s_drama_films::http://dbpedia.org/resource/Category:1990s_fantasy_films::http://dbpedia.org/resource/Category:1990s_thriller_films::http://dbpedia.org/resource/Category:1997_films::http://dbpedia.org/resource/Category:1997_horror_films::http://dbpedia.org/resource/Category:American_drama_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:American_horror_films::http://dbpedia.org/resource/Category:American_legal_films::http://dbpedia.org/resource/Category:American_mystery_films::http://dbpedia.org/resource/Category:American_thriller_drama_films::http://dbpedia.org/resource/Category:American_thriller_films::http://dbpedia.org/resource/Category:Demons_in_film::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Film_scores_by_James_Newton_Howard::http://dbpedia.org/resource/Category:Films_about_families::http://dbpedia.org/resource/Category:Films_about_lawyers::http://dbpedia.org/resource/Category:Films_based_on_American_horror_novels::http://dbpedia.org/resource/Category:Films_directed_by_Taylor_Hackford::http://dbpedia.org/resource/Category:Films_set_in_New_York_City::http://dbpedia.org/resource/Category:Films_shot_in_Florida::http://dbpedia.org/resource/Category:Films_shot_in_New_York_City::http://dbpedia.org/resource/Category:Regency_Enterprises_films::http://dbpedia.org/resource/Category:Religious_horror_films::http://dbpedia.org/resource/Category:Supernatural_horror_films::http://dbpedia.org/resource/Category:The_Devil_in_fiction::http://dbpedia.org/resource/Category:Time_loop_films::http://dbpedia.org/resource/Category:Warner_Bros._films,,http://dbpedia.org/resource/Taylor_Hackford
316,"As Good as It Gets is a 1997 American romantic comedy film directed by James L. Brooks and produced by Laura Ziskin. It stars Jack Nicholson as a misanthropic, racist, obsessive-compulsive novelist, Helen Hunt as a single mother with a chronically ill son, and Greg Kinnear as a gay artist. The screenplay was written by Mark Andrus and James L. Brooks. The paintings were created for the film by New York artist Billy Sullivan, whose work is part of the modern art collection at NYC's Metropolitan Museum of Art and the New Orleans Museum of Art. Nicholson and Hunt won the Academy Award for Best Actor and Best Actress, respectively, making As Good As It Gets the most-recent film to win both of the lead acting awards, and the first since 1991's The Silence of the Lambs. It is ranked 140th on Empire magazine's ""The 500 Greatest Movies of All Time"" list.",http://dbpedia.org/resource/James_L._Brooks,http://dbpedia.org/resource/TriStar_Pictures,http://dbpedia.org/resource/James_L._Brooks::http://dbpedia.org/resource/Mark_Andrus,http://dbpedia.org/resource/John_Bailey_(cinematographer),http://dbpedia.org/resource/Category:1990s_LGBT-related_films::http://dbpedia.org/resource/Category:1990s_romantic_comedy_films::http://dbpedia.org/resource/Category:1997_films::http://dbpedia.org/resource/Category:American_LGBT-related_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:American_romantic_comedy_films::http://dbpedia.org/resource/Category:Best_Musical_or_Comedy_Picture_Golden_Globe_winners::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Film_scores_by_Hans_Zimmer::http://dbpedia.org/resource/Category:Films_about_writers::http://dbpedia.org/resource/Category:Films_directed_by_James_L._Brooks::http://dbpedia.org/resource/Category:Films_featuring_a_Best_Actor_Academy_Award-winning_performance::http://dbpedia.org/resource/Category:Films_featuring_a_Best_Actress_Academy_Award-winning_performance::http://dbpedia.org/resource/Category:Films_featuring_a_Best_Musical_or_Comedy_Actor_Golden_Globe_winning_performance::http://dbpedia.org/resource/Category:Films_featuring_a_Best_Musical_or_Comedy_Actress_Golden_Globe_winning_performance::http://dbpedia.org/resource/Category:Films_produced_by_James_L._Brooks::http://dbpedia.org/resource/Category:Films_set_in_New_York_City::http://dbpedia.org/resource/Category:Films_shot_in_New_York_City::http://dbpedia.org/resource/Category:Gracie_Films_films::http://dbpedia.org/resource/Category:Obsessive–compulsive_disorder_in_fiction::http://dbpedia.org/resource/Category:Screenplays_by_James_L._Brooks::http://dbpedia.org/resource/Category:TriStar_Pictures_films,http://dbpedia.org/resource/Greg_Kinnear::http://dbpedia.org/resource/Helen_Hunt::http://dbpedia.org/resource/Jack_Nicholson,http://dbpedia.org/resource/James_L._Brooks
324,"Lost Highway is a 1997 French-American neo-noir-horror-mystery film written and directed by David Lynch. It stars Bill Pullman as a man convicted of murdering his wife (Patricia Arquette), after which he inexplicably morphs into a young mechanic and begins leading a new life. The movie, which has noir elements, features the last film appearances of Robert Blake, Jack Nance, and Richard Pryor; it is also notable for featuring the acting debut of Marilyn Manson. Lynch co-wrote the screenplay with Barry Gifford, whose novel served as the basis for Lynch's film Wild at Heart (1990). Lynch conceived Lost Highway after the critical and box office failure of Twin Peaks: Fire Walk with Me (1992), a film adaptation and follow-up to the widely successful cult television series Twin Peaks. Despite receiving mixed reviews upon release, Lost Highway has developed a cult following. In 2003, the film was adapted as an opera.",http://dbpedia.org/resource/Mary_Sweeney,http://dbpedia.org/resource/October_Films,http://dbpedia.org/resource/Barry_Gifford::http://dbpedia.org/resource/David_Lynch,http://dbpedia.org/resource/Peter_Deming,http://dbpedia.org/resource/Category:1997_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:American_independent_films::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Film_scores_by_Angelo_Badalamenti::http://dbpedia.org/resource/Category:Films_directed_by_David_Lynch::http://dbpedia.org/resource/Category:Films_set_in_Los_Angeles::http://dbpedia.org/resource/Category:Films_shot_in_California::http://dbpedia.org/resource/Category:Films_shot_in_Los_Angeles::http://dbpedia.org/resource/Category:Films_shot_in_North_Carolina::http://dbpedia.org/resource/Category:French_films::http://dbpedia.org/resource/Category:French_independent_films::http://dbpedia.org/resource/Category:Screenplays_by_David_Lynch,http://dbpedia.org/resource/Balthazar_Getty::http://dbpedia.org/resource/Bill_Pullman::http://dbpedia.org/resource/Patricia_Arquette,http://dbpedia.org/resource/David_Lynch
334,"U Turn is a 1997 modern western neo-noir crime thriller film directed by Oliver Stone, and based on the book Stray Dogs by John Ridley. It stars Sean Penn, Billy Bob Thornton, Jennifer Lopez, Jon Voight, Powers Boothe, Joaquin Phoenix, Claire Danes and Nick Nolte.",http://dbpedia.org/resource/Dan_Halsted,http://dbpedia.org/resource/Sony_Pictures_Entertainment::http://dbpedia.org/resource/TriStar_Pictures,http://dbpedia.org/resource/John_Ridley::http://dbpedia.org/resource/Oliver_Stone,http://dbpedia.org/resource/Robert_Richardson_(cinematographer),"http://dbpedia.org/resource/Category:1990s_crime_drama_films::http://dbpedia.org/resource/Category:1990s_crime_thriller_films::http://dbpedia.org/resource/Category:1997_films::http://dbpedia.org/resource/Category:American_crime_drama_films::http://dbpedia.org/resource/Category:American_crime_thriller_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Film_scores_by_Ennio_Morricone::http://dbpedia.org/resource/Category:Films_based_on_American_novels::http://dbpedia.org/resource/Category:Films_directed_by_Oliver_Stone::http://dbpedia.org/resource/Category:Films_set_in_California::http://dbpedia.org/resource/Category:Films_set_in_Superior,_Arizona::http://dbpedia.org/resource/Category:Films_shot_in_Arizona::http://dbpedia.org/resource/Category:Films_shot_in_California::http://dbpedia.org/resource/Category:Incest_in_film::http://dbpedia.org/resource/Category:Neo-noir::http://dbpedia.org/resource/Category:Phoenix_Pictures_films::http://dbpedia.org/resource/Category:Screenplays_by_Oliver_Stone::http://dbpedia.org/resource/Category:TriStar_Pictures_films",http://dbpedia.org/resource/Billy_Bob_Thornton::http://dbpedia.org/resource/Claire_Danes::http://dbpedia.org/resource/Jennifer_Lopez::http://dbpedia.org/resource/Joaquin_Phoenix::http://dbpedia.org/resource/Jon_Voight::http://dbpedia.org/resource/Nick_Nolte::http://dbpedia.org/resource/Powers_Boothe::http://dbpedia.org/resource/Sean_Penn,http://dbpedia.org/resource/Oliver_Stone
339,"Mad City is a 1997 American thriller film directed by Costa-Gavras, written by Tom Matthews based on a story by Matthews and Eric Williams, and starring Dustin Hoffman and John Travolta, with a supporting cast featuring Mia Kirshner, Alan Alda, Blythe Danner, Ted Levine, Raymond J. Barry, and Larry King. This is Costa-Gavras' first English-language film since Music Box (1989). The title comes from a nickname of Madison, Wisconsin, where it originally was going to be set, and was used for its multiple meanings.",http://dbpedia.org/resource/Anne_Kopelson::http://dbpedia.org/resource/Arnold_Kopelson,http://dbpedia.org/resource/Warner_Bros.,,http://dbpedia.org/resource/Patrick_Blossier,http://dbpedia.org/resource/Category:1990s_crime_thriller_films::http://dbpedia.org/resource/Category:1997_films::http://dbpedia.org/resource/Category:American_crime_thriller_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:American_political_films::http://dbpedia.org/resource/Category:American_political_thriller_films::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Film_scores_by_Thomas_Newman::http://dbpedia.org/resource/Category:Films_directed_by_Costa_Gavras::http://dbpedia.org/resource/Category:Films_shot_in_California::http://dbpedia.org/resource/Category:Films_shot_in_Los_Angeles::http://dbpedia.org/resource/Category:Films_shot_in_New_York_City::http://dbpedia.org/resource/Category:Hostage_dramas::http://dbpedia.org/resource/Category:Warner_Bros._films,http://dbpedia.org/resource/Dustin_Hoffman::http://dbpedia.org/resource/John_Travolta,http://dbpedia.org/resource/Costa-Gavras
349,"Hard Rain is a 1998 action thriller disaster film produced by Mark Gordon, written by Graham Yost (the writer-producer team also behind the film Speed) and directed by former cinematographer turned director Mikael Salomon. It stars Christian Slater, Morgan Freeman, Randy Quaid, Minnie Driver and Ed Asner. It is an international co-production between the United States, Denmark, United Kingdom, German, and Japan. The plot centers around a heist and man-made treachery amidst a natural disaster in a small Indiana town. The tagline is ""A simple plan. An instant fortune. Just add water."" The film grossed $19.9 million in the US on a $70 million budget, and it has a 29% approval rating on Rotten Tomatoes. The film features the song ""Flood"" by the Christian rock group Jars of Clay, which launched the band into the mainstream music scene.",http://dbpedia.org/resource/Allison_Lyon_Segan::http://dbpedia.org/resource/Gary_Levinsohn::http://dbpedia.org/resource/Ian_Bryce::http://dbpedia.org/resource/Mark_Gordon,http://dbpedia.org/resource/Paramount_Pictures,http://dbpedia.org/resource/Graham_Yost,,"http://dbpedia.org/resource/Category:1990s_action_films::http://dbpedia.org/resource/Category:1990s_thriller_films::http://dbpedia.org/resource/Category:1998_films::http://dbpedia.org/resource/Category:American_action_thriller_films::http://dbpedia.org/resource/Category:American_disaster_films::http://dbpedia.org/resource/Category:American_films::http://dbpedia.org/resource/Category:BBC_Films_films::http://dbpedia.org/resource/Category:British_disaster_films::http://dbpedia.org/resource/Category:British_films::http://dbpedia.org/resource/Category:British_thriller_films::http://dbpedia.org/resource/Category:Danish_films::http://dbpedia.org/resource/Category:Danish_thriller_films::http://dbpedia.org/resource/Category:Directorial_debut_films::http://dbpedia.org/resource/Category:Dubois_County,_Indiana::http://dbpedia.org/resource/Category:English-language_films::http://dbpedia.org/resource/Category:Films_directed_by_Mikael_Salomon::http://dbpedia.org/resource/Category:Films_set_in_Indiana::http://dbpedia.org/resource/Category:Films_set_in_Southwestern_Indiana::http://dbpedia.org/resource/Category:German_films::http://dbpedia.org/resource/Category:Heist_films::http://dbpedia.org/resource/Category:Japanese_disaster_films::http://dbpedia.org/resource/Category:Japanese_films::http://dbpedia.org/resource/Category:Japanese_thriller_films::http://dbpedia.org/resource/Category:Mutual_Film_Company_films::http://dbpedia.org/resource/Category:Nordisk_Film_films::http://dbpedia.org/resource/Category:Paramount_Pictures_films::http://dbpedia.org/resource/Category:PolyGram_Filmed_Entertainment_films::http://dbpedia.org/resource/Category:Toho_films",http://dbpedia.org/resource/Christian_Slater::http://dbpedia.org/resource/Minnie_Driver::http://dbpedia.org/resource/Morgan_Freeman::http://dbpedia.org/resource/Randy_Quaid,http://dbpedia.org/resource/Mikael_Salomon
