item_id::string,URI::string
199,http://dbpedia.org/resource/The_Bridge_on_the_River_Kwai
200,http://dbpedia.org/resource/The_Shining_(film)
201,http://dbpedia.org/resource/Evil_Dead_II
202,
203,http://dbpedia.org/resource/Unforgiven
204,
205,http://dbpedia.org/resource/Patton_(film)
206,http://dbpedia.org/resource/Akira_(1988_film)
207,http://dbpedia.org/resource/Cyrano_de_Bergerac_(1990_film)
208,http://dbpedia.org/resource/Young_Frankenstein
209,http://dbpedia.org/resource/This_Is_Spinal_Tap
210,http://dbpedia.org/resource/Indiana_Jones_and_the_Last_Crusade
211,http://dbpedia.org/resource/Hmone_Shwe_Yee
212,http://dbpedia.org/resource/The_Unbearable_Lightness_of_Being_(film)
213,
214,http://dbpedia.org/resource/Pink_Floyd_–_The_Wall
215,http://dbpedia.org/resource/Field_of_Dreams
216,http://dbpedia.org/resource/When_Harry_Met_Sally...
217,http://dbpedia.org/resource/Bram_Stoker's_Dracula_(1992_film)
218,http://dbpedia.org/resource/Cape_Fear_(1991_film)
219,http://dbpedia.org/resource/A_Nightmare_on_Elm_Street
220,http://dbpedia.org/resource/The_Mirror_Has_Two_Faces
221,http://dbpedia.org/resource/Breaking_the_Waves
222,http://dbpedia.org/resource/Star_Trek:_First_Contact
223,http://dbpedia.org/resource/Sling_Blade
224,http://dbpedia.org/resource/Ridicule_(film)
225,http://dbpedia.org/resource/101_Dalmatians_(1996_film)
226,http://dbpedia.org/resource/Die_Hard_2
227,http://dbpedia.org/resource/Star_Trek_VI:_The_Undiscovered_Country
228,http://dbpedia.org/resource/Star_Trek_II:_The_Wrath_of_Khan
229,http://dbpedia.org/resource/Star_Trek_III:_The_Search_for_Spock
230,http://dbpedia.org/resource/Star_Trek_IV:_The_Voyage_Home
231,http://dbpedia.org/resource/Batman_Returns
232,http://dbpedia.org/resource/Young_Guns_(film)
233,http://dbpedia.org/resource/Under_Siege
234,http://dbpedia.org/resource/Jaws_(film)
235,http://dbpedia.org/resource/Mars_Attacks!
236,http://dbpedia.org/resource/Citizen_Ruth
237,http://dbpedia.org/resource/Jerry_Maguire
238,http://dbpedia.org/resource/Raising_Arizona
239,http://dbpedia.org/resource/Sneakers_(1992_film)
240,http://dbpedia.org/resource/Beavis_and_Butt-Head_Do_America
241,http://dbpedia.org/resource/The_Last_of_the_Mohicans_(1992_film)
242,http://dbpedia.org/resource/Kolya
243,http://dbpedia.org/resource/Jungle_2_Jungle
244,http://dbpedia.org/resource/Smilla's_Sense_of_Snow_(film)
245,http://dbpedia.org/resource/The_Devil's_Own
246,http://dbpedia.org/resource/Chasing_Amy
247,http://dbpedia.org/resource/Turbo:_A_Power_Rangers_Movie
248,http://dbpedia.org/resource/Grosse_Pointe_Blank
249,http://dbpedia.org/resource/Austin_Powers:_International_Man_of_Mystery
250,http://dbpedia.org/resource/The_Fifth_Element
251,http://dbpedia.org/resource/Shall_We_Dance%3F_(1996_film)
252,http://dbpedia.org/resource/The_Lost_World:_Jurassic_Park
253,
254,http://dbpedia.org/resource/Batman_&_Robin_(film)
255,http://dbpedia.org/resource/My_Best_Friend's_Wedding
256,
257,http://dbpedia.org/resource/Men_in_Black_(1997_film)
258,http://dbpedia.org/resource/Contact_(1997_American_film)
259,http://dbpedia.org/resource/George_of_the_Jungle_(film)
260,http://dbpedia.org/resource/Event_Horizon_(film)
261,http://dbpedia.org/resource/Air_Bud
262,http://dbpedia.org/resource/In_the_Company_of_Men
263,http://dbpedia.org/resource/Steel_(1997_film)
264,http://dbpedia.org/resource/Mimic_(film)
265,http://dbpedia.org/resource/The_Hunt_for_Red_October_(film)
266,http://dbpedia.org/resource/Kull_the_Conqueror
268,http://dbpedia.org/resource/Chasing_Amy
269,http://dbpedia.org/resource/The_Full_Monty
270,http://dbpedia.org/resource/Gattaca
271,http://dbpedia.org/resource/Starship_Troopers_(film)
272,http://dbpedia.org/resource/Good_Will_Hunting
273,http://dbpedia.org/resource/Heat_(1995_film)
274,http://dbpedia.org/resource/Sabrina_(1995_film)
275,http://dbpedia.org/resource/Sense_and_Sensibility_(film)
276,http://dbpedia.org/resource/Leaving_Las_Vegas
277,http://dbpedia.org/resource/Restoration_(1995_film)
278,http://dbpedia.org/resource/Bed_of_Roses_(1996_film)
279,
280,http://dbpedia.org/resource/Up_Close_&_Personal_(film)
281,http://dbpedia.org/resource/The_River_Wild
282,http://dbpedia.org/resource/A_Time_to_Kill_(1996_film)
283,http://dbpedia.org/resource/Emma_(1996_TV_film)
284,http://dbpedia.org/resource/Tin_Cup
285,http://dbpedia.org/resource/Secrets_&_Lies_(film)
286,http://dbpedia.org/resource/The_English_Patient_(film)
287,http://dbpedia.org/resource/Marvin's_Room_(film)
288,http://dbpedia.org/resource/Scream_(1996_film)
289,http://dbpedia.org/resource/Evita_(1996_film)
290,http://dbpedia.org/resource/Fierce_Creatures
291,http://dbpedia.org/resource/Absolute_Power_(film)
292,http://dbpedia.org/resource/Rosewood_(film)
293,http://dbpedia.org/resource/Donnie_Brasco_(film)
294,http://dbpedia.org/resource/Liar_Liar
295,http://dbpedia.org/resource/Breakdown_(1997_film)
296,http://dbpedia.org/resource/La_Promesse
297,http://dbpedia.org/resource/Ulee's_Gold
298,http://dbpedia.org/resource/Face/Off
299,http://dbpedia.org/resource/Hoodlum_(film)
300,http://dbpedia.org/resource/Air_Force_One_(film)
301,http://dbpedia.org/resource/In_&_Out_(film)
302,http://dbpedia.org/resource/L.A._Confidential_(film)
303,http://dbpedia.org/resource/Ulee's_Gold
304,http://dbpedia.org/resource/Fly_Away_Home
305,http://dbpedia.org/resource/The_Ice_Storm_(film)
306,http://dbpedia.org/resource/Mrs_Brown
307,http://dbpedia.org/resource/The_Devil's_Advocate_(1997_film)
308,http://dbpedia.org/resource/FairyTale:_A_True_Story
309,http://dbpedia.org/resource/Deceiver_(film)
310,http://dbpedia.org/resource/The_Rainmaker_(1997_film)
311,http://dbpedia.org/resource/The_Wings_of_the_Dove_(1997_film)
312,http://dbpedia.org/resource/Midnight_in_the_Garden_of_Good_and_Evil_(film)
313,http://dbpedia.org/resource/Titanic_(1997_film)
314,http://dbpedia.org/resource/3_Ninjas:_High_Noon_at_Mega_Mountain
315,http://dbpedia.org/resource/Apt_Pupil_(film)
316,http://dbpedia.org/resource/As_Good_as_It_Gets
317,http://dbpedia.org/resource/In_the_Name_of_the_Father_(film)
318,
319,http://dbpedia.org/resource/Everyone_Says_I_Love_You
320,http://dbpedia.org/resource/Paradise_Lost:_The_Child_Murders_at_Robin_Hood_Hills
321,http://dbpedia.org/resource/Mother_(1996_film)
322,http://dbpedia.org/resource/Murder_at_1600
323,http://dbpedia.org/resource/Dante's_Peak
324,http://dbpedia.org/resource/Lost_Highway_(film)
325,http://dbpedia.org/resource/Crash_(1996_film)
326,http://dbpedia.org/resource/G.I._Jane
327,http://dbpedia.org/resource/Cop_Land
328,http://dbpedia.org/resource/Conspiracy_Theory_(film)
329,http://dbpedia.org/resource/Desperate_Measures_(film)
330,http://dbpedia.org/resource/One_Eight_Seven
331,http://dbpedia.org/resource/The_Edge_(1997_film)
332,http://dbpedia.org/resource/Kiss_the_Girls_(1997_film)
333,http://dbpedia.org/resource/The_Game_Bag
334,http://dbpedia.org/resource/U_Turn_(1997_film)
335,http://dbpedia.org/resource/Def_Jam's_How_to_Be_a_Player
336,http://dbpedia.org/resource/Playing_God_(1997_film)
337,http://dbpedia.org/resource/The_House_of_Yes
338,http://dbpedia.org/resource/Bean_(film)
339,http://dbpedia.org/resource/Mad_City_(film)
340,http://dbpedia.org/resource/Boogie_Nights
341,http://dbpedia.org/resource/Critical_Care_(film)
342,http://dbpedia.org/resource/The_Man_Who_Knew_Too_Little
343,http://dbpedia.org/resource/Alien_Resurrection
344,http://dbpedia.org/resource/The_Apostle
345,http://dbpedia.org/resource/Deconstructing_Harry
346,http://dbpedia.org/resource/Jackie_Brown
347,http://dbpedia.org/resource/Wag_the_Dog
348,http://dbpedia.org/resource/Desperate_Measures_(film)
349,http://dbpedia.org/resource/Hard_Rain_(film)
350,http://dbpedia.org/resource/Fallen_(1998_film)
351,http://dbpedia.org/resource/The_Prophecy_II
352,http://dbpedia.org/resource/Spice_World_(film)
353,
354,http://dbpedia.org/resource/The_Wedding_Singer
355,http://dbpedia.org/resource/Sphere_(1998_film)
356,http://dbpedia.org/resource/The_Client_(1994_film)
357,http://dbpedia.org/resource/One_Flew_Over_the_Cuckoo's_Nest_(film)
358,http://dbpedia.org/resource/Spawn_(1997_film)
359,http://dbpedia.org/resource/The_Assignment_(1997_film)
360,http://dbpedia.org/resource/Wonderland_(1997_film)
361,http://dbpedia.org/resource/Incognito_(1997_film)
362,http://dbpedia.org/resource/Blues_Brothers_2000
363,http://dbpedia.org/resource/Sudden_Death_(1995_film)
364,http://dbpedia.org/resource/Ace_Ventura:_When_Nature_Calls
365,http://dbpedia.org/resource/Powder_(film)
366,http://dbpedia.org/resource/Dangerous_Minds
367,http://dbpedia.org/resource/Clueless
368,http://dbpedia.org/resource/Bio-Dome
369,http://dbpedia.org/resource/Black_Sheep_(1996_film)
370,http://dbpedia.org/resource/Mary_Reilly_(film)
371,http://dbpedia.org/resource/The_Bridges_of_Madison_County_(film)
372,http://dbpedia.org/resource/Jeffrey_(1995_film)
373,http://dbpedia.org/resource/Judge_Dredd_(film)
374,http://dbpedia.org/resource/Mighty_Morphin_Power_Rangers:_The_Movie
375,http://dbpedia.org/resource/Showgirls
376,
377,
378,http://dbpedia.org/resource/Miracle_on_34th_Street_(1994_film)
379,http://dbpedia.org/resource/Demon_Knight
380,http://dbpedia.org/resource/Star_Trek_Generations
381,http://dbpedia.org/resource/Muriel's_Wedding
382,"http://dbpedia.org/resource/The_Adventures_of_Priscilla,_Queen_of_the_Desert"
383,http://dbpedia.org/resource/The_Flintstones_(film)
384,http://dbpedia.org/resource/Naked_Gun_33_1/3:_The_Final_Insult
385,http://dbpedia.org/resource/True_Lies
386,http://dbpedia.org/resource/Addams_Family_Values
387,http://dbpedia.org/resource/The_Age_of_Innocence_(1993_film)
388,http://dbpedia.org/resource/Beverly_Hills_Cop_III
389,http://dbpedia.org/resource/Black_Beauty_(1994_film)
390,http://dbpedia.org/resource/Fear_of_a_Black_Hat
391,http://dbpedia.org/resource/Last_Action_Hero
392,http://dbpedia.org/resource/The_Man_Without_a_Face
393,http://dbpedia.org/resource/Mrs._Doubtfire
394,http://dbpedia.org/resource/Radioland_Murders
395,http://dbpedia.org/resource/Robin_Hood:_Men_in_Tights
396,http://dbpedia.org/resource/Serial_Mom
397,http://dbpedia.org/resource/Striking_Distance
398,
399,http://dbpedia.org/resource/The_Three_Musketeers_(1993_film)
400,http://dbpedia.org/resource/The_Little_Rascals_(film)
401,http://dbpedia.org/resource/The_Brady_Bunch_Movie
402,http://dbpedia.org/resource/Ghost_(1990_film)
403,http://dbpedia.org/resource/Batman_(1989_film)
404,http://dbpedia.org/resource/Pinocchio_(1940_film)
405,http://dbpedia.org/resource/Mission:_Impossible_(film)
406,http://dbpedia.org/resource/Thinner_(film)
407,http://dbpedia.org/resource/Spy_Hard
408,http://dbpedia.org/resource/A_Close_Shave
409,http://dbpedia.org/resource/Jack_(1996_film)
410,http://dbpedia.org/resource/Kingpin_(1996_film)
411,http://dbpedia.org/resource/The_Nutty_Professor_(1996_film)
412,http://dbpedia.org/resource/A_Very_Brady_Sequel
413,http://dbpedia.org/resource/Bordello_of_Blood
414,http://dbpedia.org/resource/My_Favorite_Year
415,http://dbpedia.org/resource/The_Apple_Dumpling_Gang_(film)
416,http://dbpedia.org/resource/Old_Yeller_(film)
417,http://dbpedia.org/resource/The_Parent_Trap_(1961_film)
418,http://dbpedia.org/resource/Cinderella_(1950_film)
419,http://dbpedia.org/resource/Mary_Poppins_(film)
420,http://dbpedia.org/resource/Alice_in_Wonderland_(1951_film)
421,http://dbpedia.org/resource/Romeo_+_Juliet
422,http://dbpedia.org/resource/Aladdin_and_the_King_of_Thieves
423,http://dbpedia.org/resource/E.T._the_Extra-Terrestrial
424,
425,http://dbpedia.org/resource/Bob_Roberts
426,
427,http://dbpedia.org/resource/To_Kill_a_Mockingbird_(film)
428,http://dbpedia.org/resource/Harold_and_Maude
429,http://dbpedia.org/resource/The_Day_the_Earth_Stood_Still
430,http://dbpedia.org/resource/Duck_Soup_(1933_film)
431,http://dbpedia.org/resource/Highlander_(film)
432,http://dbpedia.org/resource/Fantasia_(1940_film)
433,http://dbpedia.org/resource/Heathers
434,http://dbpedia.org/resource/Forbidden_Planet
435,http://dbpedia.org/resource/Butch_Cassidy_and_the_Sundance_Kid
436,http://dbpedia.org/resource/An_American_Werewolf_in_London
437,http://dbpedia.org/resource/Amityville:_It's_About_Time
438,http://dbpedia.org/resource/Amityville_3-D
439,http://dbpedia.org/resource/Amityville:_A_New_Generation
440,http://dbpedia.org/resource/Amityville_II:_The_Possession
441,http://dbpedia.org/resource/The_Amityville_Horror_(1979_film)
442,http://dbpedia.org/resource/The_Amityville_Curse
443,http://dbpedia.org/resource/The_Birds_(film)
444,http://dbpedia.org/resource/The_Blob
445,http://dbpedia.org/resource/The_Body_Snatcher_(film)
446,http://dbpedia.org/resource/Burnt_Offerings_(film)
447,http://dbpedia.org/resource/Carrie_(1976_film)
448,http://dbpedia.org/resource/The_Omen
449,http://dbpedia.org/resource/Star_Trek:_The_Motion_Picture
450,
451,http://dbpedia.org/resource/Grease_(film)
452,http://dbpedia.org/resource/Jaws_2
453,http://dbpedia.org/resource/Jaws_3-D
454,http://dbpedia.org/resource/Bastard_Out_of_Carolina_(film)
455,http://dbpedia.org/resource/First_Strike_(1996_film)
456,http://dbpedia.org/resource/Beverly_Hills_Ninja
457,http://dbpedia.org/resource/Free_Willy_3:_The_Rescue
458,http://dbpedia.org/resource/Nixon_(film)
459,
460,http://dbpedia.org/resource/The_Crossing_Guard
461,http://dbpedia.org/resource/Smoke_(film)
462,http://dbpedia.org/resource/Like_Water_for_Chocolate_(film)
463,http://dbpedia.org/resource/The_Secret_of_Roan_Inish
464,http://dbpedia.org/resource/Vanya_on_42nd_Street
465,http://dbpedia.org/resource/The_Jungle_Book_(1994_film)
466,
467,http://dbpedia.org/resource/A_Bronx_Tale
468,http://dbpedia.org/resource/Rudy_(film)
469,http://dbpedia.org/resource/Short_Cuts
470,http://dbpedia.org/resource/Tombstone_(film)
471,http://dbpedia.org/resource/Courage_Under_Fire
472,http://dbpedia.org/resource/Dragonheart
473,http://dbpedia.org/resource/James_and_the_Giant_Peach_(film)
474,
475,http://dbpedia.org/resource/Trainspotting_(film)
476,http://dbpedia.org/resource/The_First_Wives_Club
477,http://dbpedia.org/resource/Matilda_(1996_film)
478,http://dbpedia.org/resource/The_Philadelphia_Story_(film)
479,http://dbpedia.org/resource/Vertigo_(film)
480,http://dbpedia.org/resource/North_by_Northwest
481,http://dbpedia.org/resource/The_Apartment
482,http://dbpedia.org/resource/Some_Like_It_Hot
483,http://dbpedia.org/resource/Casablanca_(film)
484,http://dbpedia.org/resource/The_Maltese_Falcon_(1941_film)
485,http://dbpedia.org/resource/My_Fair_Lady_(film)
486,http://dbpedia.org/resource/Sabrina_(1954_film)
487,http://dbpedia.org/resource/Roman_Holiday
488,http://dbpedia.org/resource/Sunset_Boulevard_(film)
489,http://dbpedia.org/resource/Notorious_(1946_film)
490,http://dbpedia.org/resource/To_Catch_a_Thief
491,http://dbpedia.org/resource/The_Adventures_of_Robin_Hood
492,http://dbpedia.org/resource/East_of_Eden_(film)
493,http://dbpedia.org/resource/The_Thin_Man_(film)
494,http://dbpedia.org/resource/His_Girl_Friday
495,http://dbpedia.org/resource/Around_the_World_in_80_Days_(1956_film)
496,http://dbpedia.org/resource/It's_a_Wonderful_Life
497,http://dbpedia.org/resource/Bringing_Up_Baby
498,http://dbpedia.org/resource/The_African_Queen_(film)
499,http://dbpedia.org/resource/Cat_on_a_Hot_Tin_Roof_(1958_film)
500,http://dbpedia.org/resource/Fly_Away_Home
501,http://dbpedia.org/resource/Dumbo
502,http://dbpedia.org/resource/Bananas_(film)
503,http://dbpedia.org/resource/The_Candidate_(1972_film)
504,http://dbpedia.org/resource/Bonnie_and_Clyde_(film)
505,http://dbpedia.org/resource/Dial_M_for_Murder
506,http://dbpedia.org/resource/Rebel_Without_a_Cause
507,http://dbpedia.org/resource/A_Streetcar_Named_Desire_(1951_film)
508,http://dbpedia.org/resource/The_People_vs._Larry_Flynt
509,http://dbpedia.org/resource/My_Left_Foot
510,
511,http://dbpedia.org/resource/Lawrence_of_Arabia_(film)
512,http://dbpedia.org/resource/Wings_of_Desire
513,http://dbpedia.org/resource/The_Third_Man
514,http://dbpedia.org/resource/Annie_Hall
515,http://dbpedia.org/resource/Das_Boot
516,http://dbpedia.org/resource/Local_Hero_(film)
517,http://dbpedia.org/resource/Manhattan_(1979_film)
518,
519,http://dbpedia.org/resource/The_Treasure_of_the_Sierra_Madre_(film)
520,http://dbpedia.org/resource/The_Great_Escape_(film)
521,
522,http://dbpedia.org/resource/Down_by_Law_(film)
523,http://dbpedia.org/resource/Cool_Hand_Luke
524,http://dbpedia.org/resource/The_Great_Dictator
525,http://dbpedia.org/resource/The_Big_Sleep_(1946_film)
526,http://dbpedia.org/resource/Ben-Hur_(1959_film)
527,http://dbpedia.org/resource/Gandhi_(film)
528,http://dbpedia.org/resource/The_Killing_Fields_(film)
529,http://dbpedia.org/resource/My_Life_as_a_Dog
530,http://dbpedia.org/resource/The_Man_Who_Would_Be_King_(film)
531,http://dbpedia.org/resource/Shine_(film)
532,http://dbpedia.org/resource/Kama_Sutra:_A_Tale_of_Love
533,http://dbpedia.org/resource/The_Daytrippers
534,http://dbpedia.org/resource/Traveller_(1997_film)
535,http://dbpedia.org/resource/Addicted_to_Love_(film)
536,http://dbpedia.org/resource/Ponette
537,http://dbpedia.org/resource/My_Own_Private_Idaho
538,http://dbpedia.org/resource/Anastasia_(1997_film)
539,http://dbpedia.org/resource/Mouse_Hunt
540,http://dbpedia.org/resource/Money_Train
