model,fold-1_MAP@5,fold-1_nDCG@5,fold-2_MAP@5,fold-2_nDCG@5,fold-3_MAP@5,fold-3_nDCG@5,fold-4_MAP@5,fold-4_nDCG@5,fold-5_MAP@5,fold-5_nDCG@5,MAP@5_mean,MAP@5_std,nDCG@5_mean,nDCG@5_std
"EPHEN based model + cosine similarity;embedding_model=deepwalk_based;embedding_model_kwargs={'config': {'save_weights': True}, 'parameters': {'walk_len': 10, 'p': 0.8, 'q': 0.6, 'n_walks': 50, 'embedding_size': 64, 'epochs': 1}};embed_with=graph;iterations=30;mi=0.5.",0.5653308696403873,0.6507855694773834,0.5895632347856155,0.6815508715825157,0.5825280947441217,0.6780131892636804,0.5969917012448133,0.6955933918527851,0.5931509336099584,0.6859961015312748,0.5855129668049792,0.01116002741170363,0.6783878247415278,0.015006312858633289
"EPHEN based model + cosine similarity;embedding_model=complEx;embedding_model_kwargs={'config': {'save_weights': True}, 'parameters': {'embedding_dim': 100, 'epochs': 25, 'seed': 42, 'triples': 'ratings'}};embed_with=graph;iterations=30;mi=0.5.",0.4079663727524205,0.4833879149084591,0.40100449515905945,0.47875144639597644,0.40511670124481325,0.48782383788913175,0.4003457814661134,0.48617479075250264,0.4069845695020747,0.49396975778292107,0.4042835840248963,0.003092282407660799,0.48602154954579824,0.005024662606238482
"EPHEN based model + cosine similarity;embedding_model=distMult;embedding_model_kwargs={'config': {'save_weights': True}, 'parameters': {'embedding_dim': 50, 'epochs': 25, 'seed': 42, 'triples': 'all'}};embed_with=graph;iterations=30;mi=0.5.",0.4072186203319502,0.4820005678121248,0.40337979771784227,0.48177194410383545,0.4041011843015214,0.48534209552183655,0.409258514868603,0.49497919677400615,0.4110784059474412,0.49410818915451926,0.4070073046334716,0.0029424754735596957,0.4876403986732645,0.00578306008657076
"EPHEN based model + cosine similarity;embedding_model=rESCAL;embedding_model_kwargs={'config': {'save_weights': True}, 'parameters': {'embedding_dim': 50, 'epochs': 25, 'seed': 42, 'triples': 'ratings'}};embed_with=graph;iterations=30;mi=0.5.",0.41058631569847853,0.48408784595579124,0.4063213174273859,0.4845200568215224,0.40432053941908713,0.4864273126855049,0.4092455480636238,0.4941402598605539,0.41326482538035963,0.49836446647261745,0.40874770919778697,0.003147057841237937,0.4895079883591979,0.005720893481616017
"EPHEN based model + cosine similarity;embedding_model=rotatE;embedding_model_kwargs={'config': {'save_weights': True}, 'parameters': {'embedding_dim': 200, 'epochs': 25, 'seed': 42, 'triples': 'all'}};embed_with=graph;iterations=30;mi=0.5.",0.41141446230982015,0.4823740085722089,0.4101458765560166,0.48581696181688827,0.405978561549101,0.48881502662055126,0.40725946576763483,0.49192108850230915,0.40908973029045637,0.4935281832866255,0.4087776192946058,0.0019525366418146255,0.48849105375971663,0.004045040918594452
"EPHEN based model + cosine similarity;embedding_model=transD;embedding_model_kwargs={'config': {'save_weights': True}, 'parameters': {'embedding_dim': 150, 'epochs': 25, 'seed': 42, 'triples': 'ratings'}};embed_with=graph;iterations=30;mi=0.5.",0.4087990577455048,0.48680412595773276,0.4098169519363762,0.48751899860259706,0.40449667185338867,0.4869104919125757,0.40704745850622404,0.49217066174160146,0.40958635892116174,0.4964674242959069,0.40794929979253103,0.0019811175175399862,0.48997434050208283,0.003806575795141493
"EPHEN based model + cosine similarity;embedding_model=transE;embedding_model_kwargs={'config': {'save_weights': True}, 'parameters': {'embedding_dim': 150, 'scoring_fct_norm': 1, 'epochs': 25, 'seed': 42, 'triples': 'ratings'}};embed_with=graph;iterations=30;mi=0.5.",0.39879106154910093,0.47487887342219554,0.39358640214384505,0.47037785274737676,0.40023923755186724,0.4825867427666276,0.40207814661134167,0.48503357129251395,0.4010299965421853,0.4883785410145811,0.39914496887966805,0.0029791676480596034,0.480251116248659,0.0066441611352509545
"EPHEN based model + cosine similarity;embedding_model=transH;embedding_model_kwargs={'config': {'save_weights': True}, 'parameters': {'embedding_dim': 150, 'scoring_fct_norm': 2, 'epochs': 25, 'seed': 42, 'triples': 'ratings'}};embed_with=graph;iterations=30;mi=0.5.",0.38663900414937763,0.45735870540266693,0.38792487897648686,0.4652392292334717,0.3882393239972337,0.47147105069395717,0.3894843533886584,0.4733811293354578,0.396285010373444,0.4776702413696738,0.38971451417704017,0.0034077011724438317,0.4690240712070454,0.0070729585145078355
"EPHEN based model + cosine similarity;embedding_model=transR;embedding_model_kwargs={'config': {'save_weights': True}, 'parameters': {'embedding_dim': 150, 'relation_dim': 90, 'scoring_fct_norm': 2, 'epochs': 25, 'seed': 42, 'triples': 'all'}};embed_with=graph;iterations=30;mi=0.5.",0.4045398945366528,0.48027101552917967,0.3993769450207469,0.4805315286032595,0.40044087136929457,0.4806923000595763,0.4052988848547718,0.49324413194845973,0.4069586358921162,0.4930984126943018,0.4033230463347165,0.0029148178998071685,0.4855674777669554,0.006210099100600154
"EPHEN based model + cosine similarity;embedding_model=tuckER;embedding_model_kwargs={'config': {'save_weights': True}, 'parameters': {'embedding_dim': 200, 'epochs': 25, 'seed': 42, 'triples': 'ratings'}};embed_with=graph;iterations=30;mi=0.5.",0.4074310598201936,0.4844559602222228,0.4088751296680498,0.48847098255563215,0.4085794865145228,0.4904418038488162,0.4100749913554633,0.49506400707046316,0.41447181881051176,0.4986695243028269,0.40988649723374826,0.002442171912919115,0.49142045559999226,0.004979674903702978
