item_id,URI
0679767789,
0449911683,
0425169626,
0449207757,
0449245691,
0140029400,
0140021566,
2253004022,
2253005274,
225300670X,
2266084372,
2070362388,
2266029460,
2253007102,
2070417743,
2266033689,
2070384349,
207053880X,
2070334368,
2290314951,
229000510X,
3492207006,
3499177757,
3889774016,
3502670005,
0905762487,
3499222604,
3746670055,
0140620427,
3596144434,
3442724686,
0385504209,
0446525502,
0385500769,
0399147012,
0670892963,
0688180639,
0316789089,
0451197275,
0425184129,
0151001006,
0385505833,
0679442790,
0525943862,
0609605925,
0060191929,
0743206045,
0684864843,
0684867818,
0743406176,
0380978539,
0679603352,
0679410430,
0446523569,
0671042556,
0679450440,
0140107649,
0609606727,
0446527793,
0446531332,
1570717257,
0060192631,
0385420161,
0345339711,
052594463X,
039304016X,
0399147128,
0670031046,
0394574745,
0316969443,
0743230051,
0316693200,
0684868911,
0842336214,
0399148582,
0684864320,
0525944834,
0345428900,
0451176812,
0671525794,
0718144538,
0446602086,
0394551427,
0064407667,
0007100221,
2253148539,
2253043974,
2020315491,
0747549923,
0743462335,
0140253580,
0947782141,
057120354X,
0349101779,
0743222229,
185479549X,
0140292918,
1854795554,
1858813093,
2871290911,
0198604025,
1842151053,
2253063339,
1860198597,
0767908473,
1842040154,
0140622063,
0571209521,
2264009306,
1841952931,
0890877564,
1405200677,
0416196772,
0747538069,
0375501347,
0060927240,
0316776963,
156341029X,
0060934719,
1886383421,
1888451084,
0451450256,
1555835953,
0395877563,
0962893862,
1555834531,
0393318435,
0889740828,
1563410443,
1563899388,
1563411148,
0553579681,
0553579673,
0451181379,
0786889160,
0345370740,
0553574175,
0553574167,
0553574159,
0312287240,
0679801146,
0446300101,
0821750410,
0425142485,
0451456548,
0060006048,
0312906552,
0440117291,
0425049981,
0374386676,
0786886463,
0345395379,
0380788497,
0307215342,
0374343381,
0345403339,
0440226694,
0440219604,
0767903285,
0345429176,
038529929X,
1573229571,
0345418778,
0517201658,
0743211383,
039914370X,
1884777805,
0312977905,
0812521331,
0451205421,
0894342789,
0440218535,
0449207595,
8806142267,
0670844594,
039457513X,
0394559487,
0804001944,
0590897985,
0689832877,
0689829698,
0439042917,
0064409457,
0064405052,
043922165X,
0152162445,
0152162577,
015216250X,
1562477528,
0439221676,
0439221684,
0439221714,
0439221706,
0439221730,
0440415993,
0895872102,
068983585X,
0345391802,
0440219078,
185424597X,
2080105434,
349913358X,
3257201761,
3404121686,
3404118960,
0345356578,
0345346971,
0753804700,
0451155750,
0786890436,
0415928087,
0521427150,
0812923278,
0884111342,
0345428544,
0671694049,
080901582X,
0449006557,
0373250339,
0380820447,
0385497679,
0451454243,
0941423042,
0373871562,
0553101439,
0898151910,
0835949362,
0880701102,
039914563X,
0312853238,
0688048730,
0425161722,
0385493800,
0849916399,
1928791107,
067175145X,
0440211727,
0877192820,
0380002450,
0793133955,
0394178017,
0425134350,
0385479689,
0380754851,
0380538504,
044661162X,
0671742566,
0515122408,
0440222818,
0451204050,
038533334X,
0449131548,
0440120470,
0451188209,
0440130913,
0449001954,
0345404777,
0451185277,
0440224829,
0671779338,
0515134368,
0380759497,
3442098424,
0394578791,
1558505377,
0373245696,
0743201078,
068983571X,
0553256785,
0892967994,
0061064505,
1551668785,
0836230868,
0381999866,
0380817144,
0380752115,
0553212583,
0446364762,
0425166619,
061312975X,
0765341972,
0590514776,
0373037430,
0064472779,
0553581279,
0373750013,
0393030342,
0553561618,
0312422156,
0425139069,
0450029956,
0130139165,
0373196741,
0451524489,
0140065172,
044022165X,
0373123485,
0373123108,
0590225170,
0399143165,
044132231X,
0425124347,
0786889705,
0312282990,
0425137945,
042512892X,
0425113892,
0394820371,
0449134482,
014036336X,
0375821813,
0812516826,
0345348036,
0679420118,
0871137380,
0741409690,
0741407213,
0759612277,
0741402858,
1585007366,
074141127X,
0741403471,
0741403781,
0741403056,
0741405784,
0741402912,
0553568760,
034538184X,
0140620125,
0140620109,
0375420827,
0671745530,
0805062971,
0553211412,
0671510053,
1573229385,
0945397410,
0385334036,
0060914653,
0345347536,
055321313X,
3473540420,
0375507256,
0060529709,
0876850867,
0140274154,
0679743464,
0375704027,
0874067391,
0590484753,
0451527038,
1590520777,
0590484672,
0975311255,
0743237188,
0553586122,
0553584510,
0345341201,
1551662744,
0440175623,
0440216842,
0345443284,
0553285653,
0394800133,
0060972777,
0064401472,
0156001942,
055326382X,
0345418018,
0684801469,
0393961192,
9997522052,
0872203492,
0312420145,
0911104542,
0375401318,
0140253602,
0671789422,
1566193966,
014016930X,
0140077022,
0679732764,
0553273604,
0553273914,
0060256672,
039592720X,
1859671500,
0810935627,
0060928336,
0671003755,
0553268449,
0684844729,
0395051649,
0375705228,
038001503X,
0835607860,
158574218X,
0806996021,
0440215625,
0316777730,
0375501851,
0877733759,
0805019367,
0140070206,
0140236589,
0140042393,
1590520653,
1590521994,
3446202218,
3499134446,
067142517X,
0671726889,
0446601241,
0451124340,
0345384466,
0446604801,
0345422392,
0679734775,
0440414717,
0689715625,
0812539389,
0152013369,
0425124819,
0345409469,
1558747346,
0373250177,
0763615382,
0965975401,
0141001771,
068930935X,
0451523369,
0786884622,
0449005569,
0671027344,
8885989632,
0786927089,
0684831058,
006019491X,
0684819066,
0375420673,
0140368558,
0395353416,
0066211611,
0312254164,
3453147243,
3746611229,
3492229336,
3453177800,
3423009152,
3596133319,
3822813397,
3426871874,
3453171977,
3423620005,
034537522X,
0345375211,
034545829X,
0140042520,
0380789035,
0446677574,
0345358791,
0060964049,
0380558483,
1558171398,
0425121046,
0441317502,
0804102279,
0812551389,
0345298985,
0345316991,
034531042X,
0345310306,
0345310292,
034531011X,
0679734058,
0451130448,
0553266500,
0440206154,
0345370775,
0441366945,
0553574833,
0915950839,
0060242388,
0452265347,
0743457943,
0373484224,
0553205757,
0060171510,
0312421001,
0786000988,
0380789019,
0451135989,
0380018179,
0679004785,
0684825821,
0517395754,
067101420X,
0679457313,
0394557433,
0553571656,
0312169787,
0942257324,
0805008950,
0786866276,
0151000638,
0140266771,
015644450X,
0679723420,
0441004016,
0671500546,
0140620338,
0460878263,
3257061269,
3453210999,
3404126661,
3453177622,
3453863593,
3499108518,
3518367064,
3453199766,
3746670144,
3453088433,
0425137015,
0553572490,
0553576976,
0451450604,
0441001335,
0451454677,
0373257074,
0441435351,
0373092237,
0373057296,
0373058446,
0349103232,
0571197779,
0679745653,
0571200389,
0785268480,
014044503X,
0851707777,
0006276199,
0551031123,
0551030682,
0551032510,
000649840X,
0140431268,
0099771519,
0486265862,
067102535X,
0876855575,
0330376136,
0140272658,
3407780028,
3407780117,
3257250398,
3257250053,
3257250460,
3442435951,
3442435838,
3608919724,
3453132262,
379411664X,
340780573X,
3407805853,
0385720920,
0385498721,
0972948503,
0380813815,
2070372294,
2264030542,
0030615321,
0836217632,
0140099832,
0385314744,
0316107417,
0894803700,
0449221164,
0553801031,
0590457225,
0316929190,
0553052845,
0140390693,
0439404371,
0939766027,
0679741011,
0345307674,
0425071421,
0345297687,
0766607119,
1573225789,
0380754843,
0345368940,
0345331605,
0425050807,
044100962X,
0553296981,
1895383129,
0375724575,
067163884X,
0553140434,
0029087104,
0425050750,
0345285549,
0345290240,
0345301870,
0451169530,
067168390X,
0385335881,
0385335482,
0553258001,
0671679627,
0375704043,
0373871279,
0373484070,
0805063889,
068986020X,
0671568809,
1573228567,
0553582658,
051513399X,
0373218400,
0449217868,
0671573020,
0517006456,
0786867086,
1569471800,
0374216495,
0312274572,
0316825336,
0871137631,
0679419152,
0060192895,
0826308791,
0140259198,
0345435249,
0441003257,
8850200005,
0451202503,
0446606812,
0671028375,
0451181468,
0399149759,
0345384733,
0671759361,
0830724982,
0399146008,
3442720001,
0515132632,
044990671X,
0688124402,
0929587081,
155970117X,
0688105408,
0871130297,
0440500095,
1570362084,
0060930535,
0375702709,
044990928X,
0671038184,
0060916508,
0756401453,
0963270702,
0399242562,
0552996009,
0708881297,
0142000663,
0590542443,
0590112899,
0590660543,
0345361792,
0552999512,
041619513X,
0855030224,
0861638522,
0575073314,
0575073004,
0394404289,
000636988X,
1578562333,
0345458915,
038531258X,
006092988X,
0140317937,
0743225406,
0553256696,
0785263780,
0802433243,
0375413081,
1400034779,
038533303X,
0451163753,
0440414520,
0786885688,
0671880187,
1558506454,
0895773538,
0385247745,
0385293542,
0802069347,
0671721038,
0671311891,
0345387007,
037570504X,
0767902521,
0892967048,
0553377868,
0472113658,
0609608444,
0670032425,
0915811332,
1558744606,
080410753X,
0451526503,
0345325818,
044023767X,
014131088X,
043909013X,
0140244824,
155643068X,
096478260X,
155643152X,
0553346768,
0884043142,
0743221990,
0312983212,
0553486411,
3478088534,
3821807059,
0865532168,
059040640X,
1566197155,
0805210318,
031227999X,
0385508417,
0385510438,
0848705459,
0380723638,
0718001044,
0307132668,
0812515722,
0373169876,
0890842795,
0385324057,
9505470010,
0609602535,
0425185710,
0061030651,
0425178773,
0553575619,
0671578391,
0425095584,
0451409086,
031298250X,
006109594X,
0671527215,
0486203077,
2894850743,
0671522817,
0618074716,
1400062888,
0618045996,
0312303033,
1931520038,
0671318314,
0553377876,
1558612815,
014025448X,
0060934417,
0671793489,
0174434642,
0679772677,
0312983824,
0449149676,
0449006344,
0553568183,
0451191153,
0440224624,
0451523067,
0743418174,
0451526295,
0440214424,
0451187903,
0385491050,
0671036505,
0553213504,
0446605891,
0394758285,
0671004565,
0345370805,
0375703055,
0156006529,
0446673544,
0140256369,
0312243022,
0316789844,
0679761837,
0385490445,
0380725398,
0345316770,
0375700757,
0070212570,
0385480016,
0061098361,
0061093092,
0821758950,
0679729917,
0451411013,
0446611239,
0553580078,
0425189414,
0812909372,
0451410912,
8481301132,
0316781266,
0486280616,
0743405978,
0671032658,
0446607835,
0451402103,
0373250223,
0380817683,
0671701053,
0671000381,
006101253X,
0671689231,
0380814021,
0373711026,
0373710992,
0373711107,
0440217806,
0373711123,
0373711115,
0373711131,
0061098795,
0791423549,
0375725784,
0465016146,
0465016103,
0373226519,
0380012774,
225313922X,
0142004030,
0452281784,
0375704558,
038533656X,
0743230213,
0345436911,
0452284481,
0802135196,
0440217520,
0373834985,
0679450548,
0451135555,
0345339703,
038039586X,
0670030643,
0060929596,
3499232871,
0374516901,
0440131480,
0609600745,
0375707425,
3453151933,
0231105592,
0590317822,
014056232X,
0590447319,
0440940001,
0440401119,
0440203155,
0812565959,
034536628X,
0880387483,
0880387300,
0425163385,
0743444051,
0061056103,
0671042262,
0425157539,
0553585681,
0553585118,
0886777690,
0743212002,
3426650754,
1854877178,
0380803526,
0373152655,
0451404033,
1583140352,
1854879073,
0821728326,
037348397X,
0380773155,
3404100263,
0679731148,
2070417700,
2070360075,
0786889373,
2207245810,
2207250474,
2290331406,
2070426815,
2290305251,
2070364283,
2266128566,
2070363104,
2253152277,
2207252000,
2253170453,
2723409821,
2070415686,
2258036992,
2207251756,
2266000489,
2070360423,
0394822862,
0874493803,
1569870942,
1579730272,
0307177092,
2253004898,
0812094271,
0380600129,
0451522389,
0425169324,
082176828X,
0316693324,
0553283685,
1841215457,
0064410358,
0007108648,
0064472930,
0590629824,
0743412273,
8420725927,
0140089586,
0316140651,
1559277785,
0345367898,
0205280854,
0553110721,
1558534245,
0553580272,
1560980087,
0679412271,
0803281730,
0345396529,
0440455332,
1860462995,
0679452281,
0811807150,
0393029190,
0385425686,
0312169655,
0785324712,
0449912558,
0934257345,
0312205872,
0670867144,
0805051732,
0449300021,
0684835983,
0440226430,
0385721358,
031231616X,
0764504509,
089480829X,
0767912233,
0971453217,
0971453209,
0785268030,
0743201736,
0894805770,
0440177499,
0553232053,
0312269102,
0062502174,
0688177751,
0345438329,
0345401123,
1593160151,
1593160127,
0451209435,
1551669501,
0375707972,
0618126988,
0060094850,
0060192305,
0142000361,
0872860175,
031219126X,
0020518609,
0345446860,
0446310492,
037348285X,
0515090506,
0399145087,
0812590244,
0963641328,
1574551108,
0879739304,
0965712516,
0670829943,
0060192119,
0836218256,
0898707129,
0805420460,
0140140352,
1575666529,
0312990456,
0440221102,
0316969680,
8807015293,
881787017X,
0449207463,
0689109865,
3518368540,
0312423209,
0141180633,
0140283382,
0786248688,
0773762078,
0884041093,
0884040801,
0786887842,
0450542912,
0192817264,
0751522732,
0091850401,
1853260312,
0140016821,
0440418569,
0786014210,
0441005667,
0553259830,
0312965338,
1888740051,
0061008028,
1931646384,
0399501487,
157566559X,
3423125551,
0060514949,
0425188361,
0066210151,
0395177111,
0375411992,
0060287802,
3442730066,
0394718968,
0192820753,
0671744003,
3596129389,
0915308789,
3423620196,
0743203313,
0425177173,
0425172554,
0440224764,
0553572997,
034543076X,
0380727501,
0312423799,
0743249887,
0316089745,
037542217X,
0345440773,
0440208912,
0061093106,
0373218192,
0515120006,
0515127396,
0345433084,
0345416260,
0385494785,
0385486804,
0385512104,
1555973981,
0451180208,
089587198X,
0198811020,
0525237704,
039914255X,
0340649763,
0440236673,
0553295071,
0316291161,
0449208397,
1590171012,
0060505273,
0752999958,
0702229962,
0679771476,
0684848597,
031215125X,
0064405176,
0684821192,
0061056871,
0590988301,
0883659654,
0440235162,
076790382X,
0330357808,
0425158616,
0676974562,
0307001385,
0595157939,
0702231088,
0140143599,
0062502182,
0060175400,
1573221775,
0913367044,
1888698357,
0913367176,
0933121245,
0312168144,
0451528182,
0671537458,
0786014741,
0517573822,
0877732906,
0743437810,
0385240406,
0060116188,
0394742591,
0517149257,
0374517886,
0850315336,
0312964854,
0743222008,
0684863324,
0618127453,
0884053660,
0812590236,
0515127221,
0425161242,
0451200993,
0679765123,
0312982194,
0451195922,
0425169863,
0345380371,
0446609323,
0316690619,
0446610038,
155143234X,
0891074759,
0449222276,
0440224608,
0451201558,
0061032077,
2253004243,
0679459626,
0812566629,
0816614024,
3518390473,
340414578X,
3596113350,
3453189442,
3462031252,
0671001701,
0782125557,
1555217532,
0843943769,
0553583085,
1892051001,
0805019375,
1587991039,
1587214768,
0802130496,
1857931467,
0380717085,
0380712172,
0380706725,
0767904281,
1558747478,
0440512158,
0130179620,
0273649949,
0072453907,
0130305065,
0130219193,
0028626958,
1884822738,
0140272941,
0375700382,
0006550789,
0140004424,
0812517032,
0385492081,
0451524829,
0877287384,
0465090974,
1931412677,
0670848549,
0684829746,
0425130215,
8420444782,
8489618844,
0061000175,
0312971362,
0061097659,
006017935X,
067976402X,
1558532161,
3125918103,
0064408329,
0743457358,
0743456866,
0440235464,
0312251890,
0440227739,
0345425707,
0765342294,
0451821971,
0670894494,
0060394447,
0385508980,
037541181X,
006093395X,
0385491328,
0345434692,
0553131893,
0374177023,
076790351X,
0452280907,
0425167313,
0316314641,
034540288X,
0061073091,
0786808772,
0553234609,
0553258540,
0802713661,
0440237688,
0679884394,
1582970262,
1566091446,
0553577395,
0671698419,
0425167720,
006105660X,
0609610597,
0446519960,
0374281602,
0140251839,
0399519831,
0425159795,
0140255370,
0394543971,
0060970790,
0156787334,
0448095300,
1569314195,
0060908548,
0028606353,
0316182540,
0553343874,
0881845906,
0446355224,
0061030953,
0316919896,
0553299506,
0446611611,
0446604658,
0553282476,
0449212602,
0684867621,
0451147375,
0345413903,
0451178033,
0590634275,
0330294377,
0061031569,
3257228007,
0553582143,
0743202961,
0060002492,
0399148620,
0786866462,
0679426159,
0671020315,
0316569321,
067169071X,
0679732241,
0451117670,
0451402251,
042513301X,
1558175326,
0449214982,
0515090174,
0515095826,
0515111279,
0671555235,
1570719586,
3492232981,
0553580876,
0385475713,
0345290232,
0345441753,
0425045250,
0689825234,
0553375407,
1863714081,
0151006903,
1931561281,
038080350X,
0679744479,
8401466350,
1562477676,
0789414708,
0425115801,
0345454073,
0312983654,
0671024248,
0553582933,
0671034022,
0440208149,
0451151259,
0375727132,
0446607711,
0765301954,
014029645X,
0445085614,
0345416880,
0312874006,
0028621239,
1593080743,
0380771292,
0805051589,
0312314256,
0445202718,
0316136778,
0385483503,
0590486101,
0060187271,
0385497288,
038548951X,
0345386256,
0879517980,
0131554255,
0679725164,
061830245X,
006015456X,
0312278675,
0060512806,
0060901012,
0060930071,
0060972459,
0805012478,
0060975547,
0375704000,
0609806505,
0965624773,
0060977507,
055326396X,
0812505166,
0440234824,
0393312801,
0446525804,
0446516570,
0312868308,
0380752298,
0345434773,
0786005998,
0385254520,
0060170441,
0590431536,
0712646221,
0749318368,
0515122491,
051512902X,
0812530314,
0552138223,
0515131091,
0380791382,
0091880955,
0563537329,
8401427177,
8435015521,
0140265686,
0140257934,
0140254544,
0446603708,
0446606723,
0451524934,
0679721819,
0345392825,
0060182792,
0393038440,
0737020121,
0679745645,
1569470901,
0671027123,
0375412972,
0449225151,
0590449737,
0892816562,
8440691475,
8466307982,
0765342405,
844062719X,
8420441732,
0345350499,
844507119X,
0689837070,
0671041177,
8466300708,
0312976275,
0767905180,
0743482891,
037383232X,
1551666200,
0373242328,
0373709102,
0517077744,
0449210197,
0373709617,
0373510225,
0373301529,
0373273193,
0373301626,
0373271867,
0373240228,
059035342X,
0373764146,
037325928X,
0446529788,
044652767X,
0743246918,
0373301847,
0373708351,
1551664690,
0789491869,
0373835426,
0373691157,
0373301537,
0373258674,
037330174X,
0312968256,
0451205650,
0316089699,
1551669404,
0373708319,
0373706545,
0373871945,
0671671138,
0449287092,
0671700081,
0821724231,
0380804670,
0812516192,
0425109267,
0380710005,
0553126911,
055320923X,
8880892207,
8806163698,
8807810360,
8466302263,
0140348107,
0884092097,
0884092119,
0803263724,
0060506679,
0375701427,
0553135457,
0812504364,
0380000830,
0380014300,
0895773570,
0330312367,
2277238929,
2743606789,
2253001279,
2253047422,
8806160427,
0553255142,
9500703203,
843760494X,
0345406516,
0312281250,
0385490461,
0060936363,
038082101X,
0849943663,
